Step,AgentID,Loudness,Voice
3,0,-0.8677138311630322,2
3,1,0.6479481641468683,0
3,2,-0.8677138311630322,2
3,3,0.2159827213822894,0
3,4,-0.4220386923288098,-1
3,5,-2.4311757067397854,1
3,6,0.6479481641468683,0
3,7,-0.8677138311630322,2
3,8,-0.8677138311630322,2
3,9,-0.8677138311630322,2
3,10,-0.42992153774405556,-1
3,11,-0.8677138311630322,2
3,12,0.6479481641468683,0
3,13,-0.8677138311630322,2
3,14,-0.8677138311630322,2
3,15,-0.2770375624712658,-1
3,16,-2.4752798415024193,1
3,17,-0.8677138311630322,2
3,18,-0.8677138311630322,1
3,19,0.8639308855291576,0
3,20,-3.0738609044813936,1
3,21,0.8639308855291576,1
3,22,-0.8677138311630322,2
3,23,-0.8677138311630322,2
3,24,-0.8677138311630322,2
3,25,1.079913606911447,1
3,26,-0.8677138311630322,2
3,27,-0.8677138311630322,2
3,28,-0.8677138311630322,2
3,29,0.8639308855291576,1
3,30,-0.8677138311630322,2
3,31,0.2159827213822894,0
3,32,-0.8677138311630322,2
3,33,0.8639308855291576,1
3,34,1.079913606911447,1
3,35,-0.8677138311630322,2
3,36,0.8639308855291576,1
3,37,0.2159827213822894,1
3,38,0.2159827213822894,1
3,39,0.8639308855291576,0
3,40,-0.8677138311630322,2
3,41,-0.5026678754642966,-1
3,42,-0.8677138311630322,2
3,43,0.8639308855291576,1
3,44,-0.637848461495209,-1
3,45,1.079913606911447,1
3,46,0.8639308855291576,1
3,47,-0.8677138311630322,2
3,48,-0.8677138311630322,2
3,49,0.4319654427645788,1
3,50,-0.8677138311630322,2
3,51,-2.112283337578017,0
3,52,-0.8677138311630322,2
3,53,-0.8677138311630322,2
3,54,-0.8677138311630322,2
3,55,-0.8677138311630322,2
3,56,-0.8677138311630322,1
3,57,-0.8677138311630322,2
3,58,-0.025117824693473206,-1
3,59,-0.46452415268953057,-1
3,60,0.8639308855291576,1
3,61,0.4319654427645788,0
3,62,-3.2747797406222814,1
3,63,-0.8677138311630322,2
3,64,-0.8677138311630322,2
3,65,1.2958963282937366,0
3,66,-0.8677138311630322,2
3,67,-0.8677138311630322,2
3,68,-3.2845806594584226,1
3,69,-0.8677138311630322,2
3,70,-3.2747797406222814,1
3,71,0.6479481641468683,1
3,72,-0.8677138311630322,2
3,73,-0.8677138311630322,2
3,74,0.2159827213822894,1
3,75,-0.8677138311630322,2
3,76,-2.3870715719771516,1
3,77,0.2159827213822894,1
3,78,-0.8677138311630322,2
3,79,-0.8677138311630322,2
3,80,1.079913606911447,1
3,81,-0.8677138311630322,2
3,82,-0.8677138311630322,2
3,83,-0.8677138311630322,2
3,84,1.2958963282937366,1
3,85,-0.8677138311630322,2
3,86,-0.8677138311630322,2
3,87,0.4319654427645788,1
3,88,1.2958963282937366,1
3,89,-0.5063054696879992,-1
3,90,-0.8677138311630322,2
3,91,-0.8677138311630322,2
3,92,-0.8677138311630322,2
3,93,-2.754968535319625,1
3,94,-0.8677138311630322,2
3,95,-0.8677138311630322,2
3,96,-0.8677138311630322,2
3,97,-0.8677138311630322,2
3,98,-0.8677138311630322,2
3,99,0.8639308855291576,1
4,0,-1.1643887028977422,-1
4,1,-1.846235302049622,-1
4,2,-1.4390896663318824,0
4,3,-1.4390896663318824,2
4,4,-1.4390896663318824,2
4,5,0.19157088122605365,1
4,6,-1.4390896663318824,2
4,7,0.17300580292378073,1
4,8,-1.9753165569318898,1
4,9,-1.4390896663318824,2
4,10,-1.9753165569318898,0
4,11,-1.4390896663318824,2
4,12,-1.5383953799799126,-1
4,13,-0.6973932410817245,1
4,14,-1.4390896663318824,2
4,15,-1.4390896663318824,2
4,16,-0.3817932336420787,1
4,17,-1.4390896663318824,2
4,18,0.3831417624521073,0
4,19,-1.5323553918833464,1
4,20,-3.005181620354871,0
4,21,-0.2666233307294573,1
4,22,-0.9433726007142059,-1
4,23,-1.4390896663318824,2
4,24,-1.4390896663318824,2
4,25,-1.4390896663318824,2
4,26,-1.4390896663318824,2
4,27,-1.4390896663318824,2
4,28,-0.08057964140906897,1
4,29,-3.8611942491537405,1
4,30,-0.6973932410817245,0
4,31,-1.4390896663318824,2
4,32,-3.279817542684968,1
4,33,-1.4390896663318824,2
4,34,-2.618707826507458,1
4,35,-1.4390896663318824,1
4,36,0.23502036603057697,0
4,37,-3.8789126957556816,1
4,38,-0.6265194546739575,1
4,39,-0.78533156176766,-1
4,40,-1.4390896663318824,2
4,41,-1.4722451549306255,-1
4,42,-2.1846058847598853,1
4,43,-1.4390896663318824,2
4,44,-2.1846058847598853,1
4,45,0.31475337573931483,1
4,46,0.19157088122605365,1
4,47,-1.4390896663318824,2
4,48,-1.904442770524123,1
4,49,-1.518490653944872,-1
4,50,-1.629806848194026,0
4,51,0.1287096864189264,0
4,52,-1.4390896663318824,2
4,53,-1.4390896663318824,1
4,54,-1.4390896663318824,2
4,55,-1.2824782204367076,-1
4,56,-1.4390896663318824,2
4,57,-1.4390896663318824,2
4,58,-1.4390896663318824,2
4,59,-1.9398796637280065,0
4,60,-0.08057964140906897,0
4,61,-1.4390896663318824,2
4,62,-1.4390896663318824,2
4,63,0.3831417624521073,1
4,64,-1.1635451121526614,-1
4,65,-1.2065966549492244,-1
4,66,-1.4390896663318824,2
4,67,-1.4390896663318824,2
4,68,-1.2170583965703232,-1
4,69,-1.147378640776699,-1
4,70,-1.4390896663318824,2
4,71,-1.4390896663318824,2
4,72,-1.4390896663318824,2
4,73,-1.4390896663318824,2
4,74,-3.8611942491537405,1
4,75,-1.4390896663318824,2
4,76,-1.4390896663318824,1
4,77,-3.279817542684968,1
4,78,-0.6265194546739575,1
4,79,-1.4390896663318824,2
4,80,-1.4390896663318824,2
4,81,-1.3288221878138602,-1
4,82,-1.4390896663318824,2
4,83,-1.4390896663318824,2
4,84,0.13756890971989727,0
4,85,-1.4390896663318824,2
4,86,-1.5981809786854142,-1
4,87,-1.2694799036565858,-1
4,88,-1.2654261801138265,-1
4,89,-2.43266413718707,1
4,90,-1.904442770524123,1
4,91,-1.4390896663318824,2
4,92,-1.904442770524123,1
4,93,-1.1195821987873378,-1
4,94,-1.4390896663318824,2
4,95,-1.2821340810177433,-1
4,96,0.0,0
4,97,-0.8589153228806307,-1
4,98,-1.4390896663318824,2
4,99,-1.2433330543466132,1
5,0,-1.1318496020108924,2
5,1,-0.5342082111436951,-1
5,2,-1.1318496020108924,0
5,3,-1.1318496020108924,2
5,4,0.5357142857142857,1
5,5,0.35714285714285715,1
5,6,-1.4840175953079178,0
5,7,1.0714285714285714,1
5,8,-1.1318496020108924,2
5,9,-2.9804356933389196,1
5,10,-3.060494344365312,0
5,11,-1.1318496020108924,2
5,12,-0.4900607457059071,-1
5,13,0.8928571428571429,1
5,14,0.8928571428571429,0
5,15,1.0714285714285714,1
5,16,-1.1318496020108924,2
5,17,-1.1318496020108924,2
5,18,0.5357142857142857,0
5,19,0.7142857142857143,1
5,20,0.8928571428571429,1
5,21,1.0714285714285714,1
5,22,-1.1318496020108924,2
5,23,-1.1318496020108924,2
5,24,0.8928571428571429,1
5,25,-1.1318496020108924,1
5,26,-1.1318496020108924,2
5,27,-1.1318496020108924,2
5,28,0.5357142857142857,1
5,29,-1.1318496020108924,2
5,30,0.8928571428571429,0
5,31,-0.7324994763301215,-1
5,32,0.8928571428571429,1
5,33,-0.5270679723502305,-1
5,34,-0.5023764139086719,-1
5,35,-2.309195643066611,1
5,36,0.5357142857142857,0
5,37,-3.1036028487641394,1
5,38,-0.658973607038123,-1
5,39,-0.6944941348973607,-1
5,40,-1.1318496020108924,2
5,41,-2.8080016757436113,1
5,42,-2.4446795140343527,1
5,43,-1.1318496020108924,2
5,44,-1.1318496020108924,1
5,45,0.5357142857142857,1
5,46,-1.1318496020108924,2
5,47,-1.1318496020108924,2
5,48,-0.6621753246753247,-1
5,49,-0.6370423125261835,-1
5,50,-1.1318496020108924,2
5,51,-0.809594155844156,-1
5,52,-1.1318496020108924,2
5,53,-0.9669192501047338,-1
5,54,0.5357142857142857,1
5,55,-0.6867453917050691,-1
5,56,-1.1318496020108924,2
5,57,0.5357142857142857,1
5,58,-1.1318496020108924,2
5,59,-1.9027649769585253,0
5,60,0.35714285714285715,1
5,61,-1.1318496020108924,2
5,62,-0.9805351906158359,-1
5,63,0.8928571428571429,1
5,64,-0.643026288227901,-1
5,65,-1.0543700251361543,-1
5,66,-1.1318496020108924,2
5,67,-1.1318496020108924,2
5,68,-0.4070506912442397,-1
5,69,-0.1628272936740679,-1
5,70,-1.1318496020108924,2
5,71,-1.1318496020108924,2
5,72,0.35714285714285715,1
5,73,-1.1318496020108924,2
5,74,-0.299844470046083,-1
5,75,-1.1318496020108924,2
5,76,0.7142857142857143,1
5,77,0.17857142857142858,1
5,78,-2.537054880603268,1
5,79,-1.1318496020108924,2
5,80,-0.4689359028068706,-1
5,81,-0.34164641809803104,-1
5,82,0.35714285714285715,0
5,83,-1.1318496020108924,2
5,84,-1.1318496020108924,1
5,85,-1.1318496020108924,2
5,86,-1.9027649769585253,1
5,87,0.8928571428571429,1
5,88,-0.5383975701717638,-1
5,89,-1.7734394637620443,0
5,90,-2.401571009635526,1
5,91,-0.5565636782572266,-1
5,92,-2.530896522832007,1
5,93,-1.1318496020108924,2
5,94,-1.1318496020108924,2
5,95,-0.6576738583996649,-1
5,96,-0.611610284876414,-1
5,97,-1.1318496020108924,2
5,98,-1.1318496020108924,2
5,99,-0.6157959782153332,-1
6,0,0.9960159362549802,1
6,1,-0.12108339172622744,-1
6,2,-0.4039118567605625,2
6,3,0.19920318725099603,0
6,4,-0.5753353820897316,-1
6,5,0.39840637450199207,1
6,6,-0.4039118567605625,2
6,7,-0.4039118567605625,2
6,8,-0.4039118567605625,2
6,9,0.4946500230234839,-1
6,10,-2.7819481204161582,0
6,11,-0.4039118567605625,2
6,12,0.01065364671965401,-1
6,13,-0.4039118567605625,2
6,14,-0.4039118567605625,2
6,15,0.9960159362549802,0
6,16,-0.4039118567605625,2
6,17,-2.415240745560472,1
6,18,-0.3763623696170095,-1
6,19,1.5936254980079683,1
6,20,1.5936254980079683,0
6,21,-2.4051904943041906,1
6,22,-0.4039118567605625,2
6,23,-0.4039118567605625,2
6,24,-0.4039118567605625,2
6,25,-0.09362726647847473,-1
6,26,0.19920318725099603,1
6,27,-0.4039118567605625,2
6,28,-0.4039118567605625,2
6,29,-0.1440882633619626,-1
6,30,0.7968127490039841,0
6,31,0.19920318725099603,0
6,32,0.39840637450199207,1
6,33,0.18364974941106593,-1
6,34,1.1952191235059761,0
6,35,0.7968127490039841,1
6,36,0.19920318725099603,1
6,37,-0.17376399927926492,-1
6,38,0.36751300993680214,-1
6,39,0.19920318725099603,1
6,40,0.5976095617529881,0
6,41,-2.6512948540845,0
6,42,0.09503583655328435,-1
6,43,-0.4039118567605625,2
6,44,-2.7785980366640644,1
6,45,-0.4607034041388884,-1
6,46,1.5936254980079683,1
6,47,1.5936254980079683,1
6,48,-0.4039118567605625,1
6,49,0.39840637450199207,1
6,50,-0.4039118567605625,2
6,51,-0.18853874285104139,-1
6,52,-0.4039118567605625,2
6,53,0.4448492262107349,-1
6,54,0.19920318725099603,1
6,55,0.35100250922607723,-1
6,56,-0.4039118567605625,2
6,57,-0.4039118567605625,2
6,58,-0.4039118567605625,2
6,59,0.7968127490039841,0
6,60,0.09456081870174246,-1
6,61,-0.4039118567605625,2
6,62,0.03934989689483268,-1
6,63,0.0,0
6,64,-0.4039118567605625,2
6,65,0.19920318725099603,1
6,66,-0.4039118567605625,2
6,67,-0.4039118567605625,2
6,68,-0.2611877047922214,-1
6,69,1.1952191235059761,0
6,70,-0.4039118567605625,2
6,71,-0.4039118567605625,2
6,72,0.40579807403551615,-1
6,73,-0.4039118567605625,2
6,74,-0.730995161731633,-1
6,75,-0.4039118567605625,2
6,76,0.19920318725099603,1
6,77,1.1952191235059761,1
6,78,1.3944223107569722,1
6,79,-0.4039118567605625,2
6,80,-0.4039118567605625,2
6,81,0.5976095617529881,0
6,82,-0.4039118567605625,2
6,83,-0.4039118567605625,2
6,84,1.3944223107569722,1
6,85,-0.4039118567605625,2
6,86,0.03665215186156546,-1
6,87,-0.028968514551509193,-1
6,88,0.15594682576227756,-1
6,89,1.5936254980079683,1
6,90,0.25156055843627156,-1
6,91,-0.4039118567605625,2
6,92,-2.684795691605438,1
6,93,0.26096828765340646,-1
6,94,-0.4039118567605625,2
6,95,0.40370872957082904,-1
6,96,0.3876899437426174,-1
6,97,-0.4039118567605625,2
6,98,-0.4039118567605625,2
6,99,1.5936254980079683,1
7,0,0.677940929454044,-1
7,1,0.10196888691970658,2
7,2,0.7534401319352136,-1
7,3,0.10196888691970658,2
7,4,0.9009009009009008,0
7,5,0.2252252252252252,0
7,6,1.126126126126126,1
7,7,-0.14740716782356122,-1
7,8,-0.166623679417122,-1
7,9,0.4603046866538669,-1
7,10,0.6756756756756757,0
7,11,0.4504504504504504,0
7,12,0.5615322404371583,-1
7,13,0.0,0
7,14,0.10196888691970658,2
7,15,0.10196888691970658,2
7,16,0.2798239600255994,-1
7,17,0.18527414955939542,-1
7,18,0.18696323044355828,-1
7,19,-2.7082413232905034,0
7,20,0.7590363166445131,-1
7,21,1.126126126126126,0
7,22,0.10196888691970658,2
7,23,0.10196888691970658,2
7,24,0.9009009009009008,1
7,25,0.22984189927632545,-1
7,26,0.10196888691970658,2
7,27,0.10196888691970658,2
7,28,0.10196888691970658,2
7,29,0.10196888691970658,2
7,30,0.10196888691970658,2
7,31,0.10196888691970658,2
7,32,0.10196888691970658,2
7,33,0.7360160537586765,-1
7,34,0.10196888691970658,2
7,35,-0.04840848225274456,-1
7,36,0.10196888691970658,2
7,37,0.6756756756756757,1
7,38,0.0,0
7,39,1.5765765765765765,0
7,40,0.10196888691970658,2
7,41,0.6756756756756757,1
7,42,0.2252252252252252,0
7,43,0.10196888691970658,2
7,44,0.16167323881258305,-1
7,45,0.3750124944616748,-1
7,46,0.10196888691970658,2
7,47,0.24233343671540392,-1
7,48,0.10196888691970658,1
7,49,0.10196888691970658,2
7,50,-2.6140701028897744,0
7,51,1.3513513513513513,1
7,52,0.10196888691970658,2
7,53,0.16723496283168413,-1
7,54,0.48232629842957697,-1
7,55,0.10196888691970658,2
7,56,0.10196888691970658,2
7,57,0.2252252252252252,0
7,58,0.10196888691970658,2
7,59,0.10196888691970658,2
7,60,1.126126126126126,1
7,61,0.10196888691970658,2
7,62,2.0270270270270268,0
7,63,1.3513513513513513,0
7,64,0.10196888691970658,2
7,65,2.0270270270270268,1
7,66,0.10196888691970658,2
7,67,0.6872610988037215,-1
7,68,0.10196888691970658,2
7,69,1.126126126126126,0
7,70,0.10196888691970658,2
7,71,0.10196888691970658,2
7,72,0.4504504504504504,1
7,73,0.4504504504504504,1
7,74,0.5418039728252841,-1
7,75,0.10196888691970658,0
7,76,1.8018018018018016,1
7,77,2.0270270270270268,0
7,78,0.10196888691970658,2
7,79,0.4504504504504504,1
7,80,0.10196888691970658,2
7,81,0.9009009009009008,1
7,82,0.10196888691970658,2
7,83,1.3513513513513513,1
7,84,1.5765765765765765,1
7,85,2.0270270270270268,1
7,86,0.21238336040958988,-1
7,87,1.8018018018018016,1
7,88,0.346790434696992,-1
7,89,-2.696219465367006,1
7,90,0.10196888691970658,0
7,91,0.3687884310540048,-1
7,92,0.6070437355388174,-1
7,93,0.4504504504504504,0
7,94,0.10196888691970658,2
7,95,0.10196888691970658,1
7,96,0.0,0
7,97,1.3513513513513513,1
7,98,0.10196888691970658,2
7,99,0.10196888691970658,2
8,0,-1.2003186095726959,0
8,1,-1.2003186095726959,2
8,2,0.7575757575757576,1
8,3,-1.2003186095726959,2
8,4,-2.7620075645008777,0
8,5,1.1363636363636362,1
8,6,-0.4441828943221216,-1
8,7,-1.2003186095726959,0
8,8,-3.2295590076095273,1
8,9,-2.3234308613625108,0
8,10,0.5681818181818181,0
8,11,-1.2003186095726959,2
8,12,-0.48439350713674634,-1
8,13,-3.1947893196451886,0
8,14,1.1363636363636362,1
8,15,-1.2003186095726959,2
8,16,-1.2003186095726959,0
8,17,-0.9122811382772751,-1
8,18,-0.21663696249268316,-1
8,19,-0.12926843621955053,-1
8,20,-1.0800448827052096,-1
8,21,-2.617133864649466,1
8,22,-1.2003186095726959,2
8,23,-1.2003186095726959,2
8,24,0.7575757575757576,1
8,25,-0.23314535548651444,-1
8,26,-1.2003186095726959,2
8,27,-1.2003186095726959,2
8,28,-0.3078619163402224,-1
8,29,-0.18081409788824349,-1
8,30,0.3787878787878788,0
8,31,-2.3176359133684543,0
8,32,-1.2003186095726959,2
8,33,0.0,0
8,34,-2.3234308613625108,1
8,35,-1.2003186095726959,0
8,36,-0.6521744157773874,-1
8,37,0.1893939393939394,1
8,38,0.0,0
8,39,-1.2003186095726959,2
8,40,-1.2003186095726959,1
8,41,-0.6367086721599351,-1
8,42,-3.24114890359764,0
8,43,-1.8500844702598045,0
8,44,-3.1252499437165113,0
8,45,-0.26900807330361565,-1
8,46,-3.1252499437165113,1
8,47,-1.2003186095726959,0
8,48,0.0,0
8,49,-3.2121741636273584,0
8,50,1.1363636363636362,0
8,51,-0.8892592732675944,-1
8,52,-1.2003186095726959,2
8,53,0.1893939393939394,0
8,54,-0.07801641226529787,-1
8,55,0.3787878787878788,1
8,56,-0.9085731235084877,-1
8,57,-1.2003186095726959,2
8,58,-1.2003186095726959,2
8,59,0.3787878787878788,1
8,60,-2.16117231752893,1
8,61,-1.2003186095726959,2
8,62,0.3787878787878788,1
8,63,-1.2003186095726959,1
8,64,-1.2003186095726959,2
8,65,0.1893939393939394,1
8,66,-1.2003186095726959,2
8,67,0.7575757575757576,1
8,68,-2.9571964518888736,1
8,69,-2.0452733576478,1
8,70,-1.2003186095726959,2
8,71,-1.2003186095726959,2
8,72,-2.0452733576478,0
8,73,0.1893939393939394,1
8,74,-1.2003186095726959,2
8,75,-3.235353955603584,1
8,76,-0.717327677968391,-1
8,77,-2.16117231752893,1
8,78,0.1893939393939394,1
8,79,0.1893939393939394,0
8,80,-1.2003186095726959,2
8,81,-0.5274739024719708,-1
8,82,-1.2003186095726959,2
8,83,1.1363636363636362,1
8,84,-0.7316871178351118,-1
8,85,-0.28363620604259526,-1
8,86,-3.235353955603584,1
8,87,-2.576569228691071,1
8,88,0.0022525102435950297,-1
8,89,0.1893939393939394,1
8,90,-1.2003186095726959,2
8,91,-3.2295590076095273,0
8,92,-0.3049822279256157,-1
8,93,0.009998189923004146,-1
8,94,-1.2003186095726959,2
8,95,-0.4180601512900176,-1
8,96,0.1893939393939394,0
8,97,-1.2003186095726959,2
8,98,-1.2003186095726959,2
8,99,-1.2003186095726959,2
9,0,-1.3489006814972473,0
9,1,0.19083969465648853,0
9,2,-1.7218403290833553,1
9,3,0.7633587786259541,1
9,4,0.7633587786259541,1
9,5,0.9541984732824427,0
9,6,-1.3489006814972473,2
9,7,-1.3489006814972473,0
9,8,-1.3489006814972473,2
9,9,-2.791187278718048,0
9,10,-0.9176108793974992,-1
9,11,-1.3489006814972473,2
9,12,-1.4875313222683828,-1
9,13,-1.118072201870536,-1
9,14,0.7633587786259541,1
9,15,-1.3489006814972473,2
9,16,-1.3489006814972473,0
9,17,-1.5354737163088632,-1
9,18,-1.444137363649387,0
9,19,0.0,0
9,20,-1.3489006814972473,2
9,21,0.9541984732824427,1
9,22,-1.3489006814972473,2
9,23,-1.3489006814972473,2
9,24,-1.213984941571332,-1
9,25,-0.9238640771135624,-1
9,26,-1.3489006814972473,2
9,27,-1.034022683830301,-1
9,28,-1.700316423469701,-1
9,29,0.5725190839694656,0
9,30,-1.3489006814972473,2
9,31,0.7633587786259541,0
9,32,-1.176308945418824,1
9,33,0.9541984732824427,0
9,34,-2.791187278718048,1
9,35,-1.3489006814972473,0
9,36,-1.2964024169617094,-1
9,37,-1.7218403290833553,1
9,38,0.38167938931297707,0
9,39,-1.3489006814972473,2
9,40,-3.5321610216319095,1
9,41,-2.585870372265313,0
9,42,0.19083969465648853,1
9,43,-0.8986059799848555,0
9,44,-3.481490780345046,0
9,45,-0.6652342324458177,-1
9,46,-3.481490780345046,1
9,47,-1.3489006814972473,0
9,48,-1.3489006814972473,2
9,49,-1.3489006814972473,2
9,50,-3.3439572682807026,0
9,51,-0.8353691341096535,-1
9,52,-1.3489006814972473,2
9,53,-2.5786317663671894,0
9,54,0.19083969465648853,1
9,55,0.19083969465648853,1
9,56,-1.3489006814972473,0
9,57,-1.3489006814972473,2
9,58,-1.3489006814972473,2
9,59,-1.3489006814972473,2
9,60,0.7633587786259541,1
9,61,-1.3489006814972473,2
9,62,-3.1169245441335978,1
9,63,-1.910044082434562,1
9,64,-1.3489006814972473,2
9,65,0.19083969465648853,1
9,66,-1.3489006814972473,2
9,67,-2.585870372265313,1
9,68,-1.3489006814972473,2
9,69,-2.585870372265313,1
9,70,-1.3489006814972473,2
9,71,-1.3489006814972473,2
9,72,0.19083969465648853,0
9,73,-1.3427968810756605,1
9,74,0.7633587786259541,0
9,75,-3.6262628983075125,1
9,76,0.7633587786259541,1
9,77,0.7633587786259541,1
9,78,-1.1300252481427662,-1
9,79,-1.3489006814972473,2
9,80,-1.3489006814972473,2
9,81,-0.7131466262816446,-1
9,82,-1.3489006814972473,2
9,83,0.7633587786259541,1
9,84,-3.145878967726091,0
9,85,-0.855009369052248,-1
9,86,0.19083969465648853,1
