,rounds,reward,NagentsIn,thoryvos,aIV,aEV,aFN,aBN,stdii,stdfi,stdbi,stdei,stdsel,Eii,Efi,Ebi,Eei,Esel
0,1,0.0,82,-139.4025008149842,10.0,77.0,8.0,5.0,1.5456230008866683,1.4982910581440236,0.26673627504931496,0.0,0.6986921132959604,-1.233475096000345,-1.2901371417065768,-1.1024977250195356,-1.3167629306831965,-1.394025008149842
1,1,0.0,82,-129.49171340728753,10.0,60.0,23.0,7.0,1.5055142520949596,1.3655824509074446,0.3242344400674038,0.0,0.8460083021705482,-1.284162555702027,-1.290201278398209,-1.1605801161372964,-1.3612157144633752,-1.2949171340728765
2,2,0.0,52,-97.22593986665055,9.0,51.0,25.0,15.0,1.4263449138863202,1.4347339700870079,0.27477095762840037,0.0,0.8198674455617047,-0.9307760989210814,-0.7796082346951146,-0.8826507587828828,-1.3516950903139775,-0.9722593986665051
3,3,95.01429831494728,42,-86.47339803933383,14.0,41.0,26.0,19.0,1.4677742384963361,1.4723907112786525,0.28071809297249606,0.0,0.9391055205096488,-0.7599860631904183,-0.8904437721285631,-0.7257972420825328,-1.1267277838558043,-0.8647339803933392
4,4,78.76161647556776,89,-128.8504110163083,11.0,39.0,27.0,23.0,1.5513641359989718,1.528564863343375,0.3204807018673569,0.0,0.9522166790869409,-1.300776494459788,-1.3546960666962582,-1.1567100794288814,-1.2511715903860066,-1.2885041101630827
5,5,129.1885665483001,29,-52.62956011569282,15.0,33.0,27.0,25.0,1.485112163421919,1.604220457462576,0.27828403892798487,0.0,1.0306922839178416,-0.3391564446744882,-0.6007525872249061,-0.29575868088624346,-0.7853157445748026,-0.5262956011569282
6,6,36.13177552526645,64,-146.45304597998495,14.0,40.0,25.0,21.0,1.4526317070114436,1.3927897756914582,0.3320944402093819,0.0,0.8950732335940909,-1.322925955023033,-1.7041617105770757,-1.2224988623232804,-1.5546864093312458,-1.4645304597998503
7,7,132.06737027707806,95,-122.54455555859052,12.0,37.0,31.0,20.0,1.8198736414994647,1.7918576866996052,0.3090857295077887,0.0,1.266705003476785,-1.1564165417261019,-1.0780196991309803,-1.027992294141451,-1.1296402116402116,-1.2254455555859054
8,8,116.77129438425044,24,-23.0354758633552,18.0,34.0,25.0,23.0,1.4429341039710615,1.5420956896733984,0.2822470785016814,0.0,0.981319785300058,-0.09874843872500763,-0.2861556985414745,-0.09185773937189805,-0.5494819696137652,-0.23035475863355187
9,9,9.455556660760726,17,11.42968784815062,27.0,32.0,22.0,19.0,1.3303843712176588,1.4122585147477233,0.2554459058858714,0.0,0.9506180325106381,0.15875416722370767,0.10897407252673796,0.1104317002840909,-0.22880007798573976,0.11429687848150623
10,10,-15.646616644385029,50,-122.45911291900059,16.0,32.0,28.0,24.0,1.433197196378703,1.3298124133297473,0.2971307390637483,0.0,0.9299391030055594,-1.021342784742598,-1.1727024362052103,-0.9148662194362941,-1.3911469725260068,-1.2245911291900062
11,11,104.16243798346227,88,-132.20479920128645,16.0,36.0,22.0,26.0,1.477149128214065,1.485024125756202,0.29453444894756414,0.0,0.9944400634736916,-1.3205297871884212,-1.3395629279013668,-1.1927781892254088,-1.256009756097561,-1.3220479920128652
12,12,131.75408898418652,86,-139.92896562822142,21.0,34.0,21.0,24.0,1.4639223337682177,1.3542405724200388,0.2841708899234146,0.0,0.870831894159156,-1.2403514964159854,-1.613789908421835,-1.0917433822549325,-1.260089924004507,-1.3992896562822141
13,13,126.91752398532833,21,-32.84604016203701,17.0,35.0,27.0,21.0,1.4053168414046378,1.493329967602062,0.26881043092989526,0.0,0.9800142855773406,-0.016600325292397702,-0.18816366404050253,-0.057642888374485626,-0.4441241200996318,-0.32846040162037043
14,14,0.013941994260351365,24,-38.076790607608004,20.0,30.0,27.0,23.0,1.4880342263662736,1.6015571098263397,0.2949050497362107,0.0,1.13967232132109,-0.19989961099317227,-0.3708355292902633,-0.16176009610419415,-0.6743373687532273,-0.38076790607608
15,15,22.34029536978599,41,-85.47601523368016,21.0,32.0,24.0,23.0,1.5383099064157504,1.622779008384561,0.28151095469255805,0.0,1.0891137296592068,-0.7648179095431932,-0.9274720530679934,-0.7105184200135686,-1.237069787426504,-0.8547601523368009
16,16,78.44184430875923,87,-121.51822502648167,25.0,29.0,28.0,18.0,1.4177243975525398,1.351234552530434,0.2970795798308881,0.0,1.054175172790994,-1.1938843098898833,-0.9419816666420981,-1.0859255290938996,-1.2500406920791227,-1.2151822502648157
17,17,121.5819188938191,6,69.74493071260933,24.0,30.0,24.0,22.0,1.0247119864030263,1.1578973063879545,0.19577082624772238,0.0,0.6582681314259136,0.6527366652442926,0.7099675734300547,0.5916652732735936,0.4977551383258659,0.6974493071260934
18,18,-65.73238212075952,51,-99.80509064658501,26.0,27.0,20.0,27.0,1.458142994411446,1.527881065952892,0.2820827063470857,0.0,1.0338528460918954,-0.9017928819614711,-1.1565171834676007,-0.7869274146059544,-1.2806153274956216,-0.9980509064658494
19,19,89.47876280210166,14,38.5340219226078,20.0,25.0,30.0,25.0,1.1891603674900018,1.2853636453708652,0.21206874419915245,0.0,0.8088479629332289,0.352250312631815,0.3992354903801211,0.35116535487720074,-0.014108081610318023,0.3853402192260776
20,20,-35.814422225853434,64,-133.63694168422776,32.0,25.0,26.0,17.0,1.3592306861616423,1.3962386297830987,0.2618910130247513,0.0,1.0562631743671114,-1.2348116592607794,-1.1682450908306432,-1.109749092346022,-1.4783704311726034,-1.336369416842277
21,21,125.31189058755129,86,-118.33851918435293,22.0,30.0,25.0,23.0,1.6045572365452316,1.6055243111024204,0.3088514081456106,0.0,1.23294130896408,-1.244598529430804,-1.371455366347621,-1.1165751937393074,-1.2938132519535765,-1.183385191843529
